Time [ms], Thumb, Index, Middle, Ring, Little, force
811.106974, 1753, 1890, 2997, 2142, 2993, 0.320809, 
812.040536, 1753, 1890, 2997, 2142, 2993, 0.324678, 
812.813276, 1753, 1890, 2997, 2142, 2993, 0.315651, 
814.297858, 1753, 1890, 2997, 2142, 2993, 0.319520, 
814.796730, 1753, 1890, 2997, 2142, 2993, 0.320809, 
815.570929, 1753, 1890, 2997, 2142, 2993, 0.311782, 
816.027499, 1758, 1891, 2998, 2144, 2994, 0.314361, 
816.574143, 1758, 1891, 2998, 2144, 2994, 0.311782, 
817.066451, 1758, 1891, 2998, 2144, 2994, 0.313072, 
817.553289, 1758, 1891, 2998, 2144, 2994, 0.311782, 
818.054713, 1758, 1891, 2998, 2144, 2994, 0.305334, 
818.551397, 1758, 1891, 2998, 2144, 2994, 0.310493, 
819.039694, 1758, 1891, 2998, 2144, 2994, 0.304045, 
819.550235, 1758, 1891, 2998, 2144, 2994, 0.304045, 
820.096514, 1758, 1891, 2998, 2144, 2994, 0.306624, 
820.597939, 1758, 1891, 2998, 2144, 2994, 0.298887, 
821.148959, 1758, 1891, 2998, 2144, 2994, 0.300176, 
821.592765, 1758, 1891, 2998, 2144, 2994, 0.295018, 
822.087990, 1758, 1891, 2998, 2144, 2994, 0.296307, 
823.548139, 1758, 1891, 2998, 2144, 2994, 0.296307, 
824.039353, 1758, 1891, 2998, 2144, 2994, 0.292439, 
824.817199, 1758, 1891, 2998, 2144, 2994, 0.288570, 
825.281427, 1758, 1891, 2998, 2144, 2994, 0.293728, 
825.729974, 1758, 1891, 2998, 2144, 2994, 0.287281, 
826.185450, 1758, 1891, 2998, 2144, 2994, 0.288570, 
826.998669, 1758, 1891, 2998, 2144, 2994, 0.283412, 
828.017564, 1758, 1891, 2998, 2144, 2994, 0.283412, 
828.409587, 1758, 1891, 2998, 2144, 2994, 0.280833, 
829.484641, 1758, 1891, 2998, 2144, 2994, 0.280833, 
830.313542, 1758, 1891, 2998, 2144, 2994, 0.279543, 
830.964482, 1761, 1893, 2999, 2147, 2997, 0.275674, 
832.735331, 1761, 1893, 2999, 2147, 2997, 0.270516, 
833.278693, 1761, 1893, 2999, 2147, 2997, 0.274385, 
834.160836, 1761, 1893, 2999, 2147, 2997, 0.271806, 
834.699092, 1761, 1893, 2999, 2147, 2997, 0.266648, 
835.301531, 1761, 1893, 2999, 2147, 2997, 0.270516, 
835.955754, 1761, 1893, 2999, 2147, 2997, 0.266648, 
836.512608, 1761, 1893, 2999, 2147, 2997, 0.265358, 
837.047583, 1761, 1893, 2999, 2147, 2997, 0.265358, 
837.713839, 1761, 1893, 2999, 2147, 2997, 0.267937, 
838.241156, 1761, 1893, 2999, 2147, 2997, 0.261489, 
838.851617, 1761, 1893, 2999, 2147, 2997, 0.264068, 
839.479948, 1761, 1893, 2999, 2147, 2997, 0.262779, 
840.006535, 1761, 1893, 2999, 2147, 2997, 0.260200, 
840.459823, 1761, 1893, 2999, 2147, 2997, 0.260200, 
840.974011, 1761, 1893, 2999, 2147, 2997, 0.256331, 
841.443344, 1761, 1893, 2999, 2147, 2997, 0.257621, 
841.946228, 1761, 1893, 2999, 2147, 2997, 0.258910, 
843.475664, 1761, 1893, 2999, 2147, 2997, 0.252462, 
844.221054, 1761, 1893, 2999, 2147, 2997, 0.257621, 
845.060530, 1761, 1893, 2999, 2147, 2997, 0.255041, 
846.094741, 1761, 1893, 2999, 2147, 2997, 0.256331, 
846.723436, 1761, 1893, 2999, 2147, 2997, 0.249883, 
847.172348, 1761, 1893, 2999, 2147, 2997, 0.253752, 
847.650798, 1761, 1893, 2999, 2147, 2997, 0.253752, 
848.098252, 1763, 1894, 3000, 2150, 2999, 0.257621, 
848.630673, 1763, 1894, 3000, 2150, 2999, 0.252462, 
849.112041, 1763, 1894, 3000, 2150, 2999, 0.256331, 
849.587209, 1763, 1894, 3000, 2150, 2999, 0.253752, 
850.064201, 1763, 1894, 3000, 2150, 2999, 0.258910, 
850.498161, 1763, 1894, 3000, 2150, 2999, 0.251173, 
850.998127, 1763, 1894, 3000, 2150, 2999, 0.252462, 
851.476942, 1763, 1894, 3000, 2150, 2999, 0.252462, 
852.020304, 1763, 1894, 3000, 2150, 2999, 0.252462, 
853.485922, 1763, 1894, 3000, 2150, 2999, 0.253752, 
854.002663, 1763, 1894, 3000, 2150, 2999, 0.253752, 
854.893922, 1763, 1894, 3000, 2150, 2999, 0.256331, 
855.392065, 1763, 1894, 3000, 2150, 2999, 0.253752, 
855.911723, 1763, 1894, 3000, 2150, 2999, 0.252462, 
856.407313, 1763, 1894, 3000, 2150, 2999, 0.258910, 
856.901079, 1763, 1894, 3000, 2150, 2999, 0.260200, 
857.380988, 1763, 1894, 3000, 2150, 2999, 0.256331, 
857.904658, 1763, 1894, 3000, 2150, 2999, 0.260200, 
858.389672, 1763, 1894, 3000, 2150, 2999, 0.262779, 
858.879063, 1763, 1894, 3000, 2150, 2999, 0.258910, 
859.349855, 1763, 1894, 3000, 2150, 2999, 0.265358, 
859.961410, 1763, 1894, 3000, 2150, 2999, 0.262779, 
860.696225, 1763, 1894, 3000, 2150, 2999, 0.265358, 
861.509080, 1763, 1894, 3000, 2150, 2999, 0.262779, 
862.235508, 1763, 1894, 3000, 2150, 2999, 0.266648, 
863.778072, 1763, 1894, 3000, 2150, 2999, 0.266648, 
864.319246, 1767, 1897, 3001, 2153, 3002, 0.265358, 
864.920955, 1767, 1897, 3001, 2153, 3002, 0.274385, 
865.404511, 1767, 1897, 3001, 2153, 3002, 0.271806, 
865.866186, 1767, 1897, 3001, 2153, 3002, 0.274385, 
866.346460, 1767, 1897, 3001, 2153, 3002, 0.276964, 
866.840226, 1767, 1897, 3001, 2153, 3002, 0.276964, 
867.278927, 1767, 1897, 3001, 2153, 3002, 0.278254, 
867.781811, 1767, 1897, 3001, 2153, 3002, 0.280833, 
868.264272, 1767, 1897, 3001, 2153, 3002, 0.280833, 
868.788671, 1767, 1897, 3001, 2153, 3002, 0.282122, 
869.232478, 1767, 1897, 3001, 2153, 3002, 0.282122, 
869.813765, 1767, 1897, 3001, 2153, 3002, 0.284701, 
870.531805, 1767, 1897, 3001, 2153, 3002, 0.288570, 
870.951908, 1767, 1897, 3001, 2153, 3002, 0.288570, 
871.396444, 1767, 1897, 3001, 2153, 3002, 0.289860, 
871.854472, 1767, 1897, 3001, 2153, 3002, 0.291149, 
872.300102, 1767, 1897, 3001, 2153, 3002, 0.293728, 
873.123532, 1767, 1897, 3001, 2153, 3002, 0.289860, 
874.524239, 1767, 1897, 3001, 2153, 3002, 0.297597, 
875.112456, 1767, 1897, 3001, 2153, 3002, 0.298887, 
875.728752, 1767, 1897, 3001, 2153, 3002, 0.298887, 
876.190063, 1767, 1897, 3001, 2153, 3002, 0.301466, 
877.011305, 1767, 1897, 3001, 2153, 3002, 0.306624, 
877.700171, 1767, 1897, 3001, 2153, 3002, 0.301466, 
878.532354, 1767, 1897, 3001, 2153, 3002, 0.309203, 
879.061494, 1767, 1897, 3001, 2153, 3002, 0.306624, 
879.514781, 1767, 1897, 3001, 2153, 3002, 0.307914, 
880.065437, 1771, 1899, 3002, 2156, 3004, 0.307914, 
880.544252, 1771, 1899, 3002, 2156, 3004, 0.314361, 
881.009938, 1771, 1899, 3002, 2156, 3004, 0.311782, 
881.459215, 1771, 1899, 3002, 2156, 3004, 0.314361, 
881.915055, 1771, 1899, 3002, 2156, 3004, 0.316941, 
882.349380, 1771, 1899, 3002, 2156, 3004, 0.319520, 
883.673141, 1771, 1899, 3002, 2156, 3004, 0.320809, 
884.150497, 1771, 1899, 3002, 2156, 3004, 0.319520, 
884.857597, 1771, 1899, 3002, 2156, 3004, 0.325967, 
885.328389, 1771, 1899, 3002, 2156, 3004, 0.320809, 
885.775842, 1771, 1899, 3002, 2156, 3004, 0.329836, 
886.214908, 1771, 1899, 3002, 2156, 3004, 0.325967, 
886.701381, 1771, 1899, 3002, 2156, 3004, 0.328547, 
887.171808, 1771, 1899, 3002, 2156, 3004, 0.333705, 
887.631296, 1771, 1899, 3002, 2156, 3004, 0.328547, 
888.101359, 1771, 1899, 3003, 2158, 3006, 0.332415, 
888.560116, 1771, 1899, 3003, 2158, 3006, 0.329836, 
889.047683, 1771, 1899, 3003, 2158, 3006, 0.331126, 
889.496231, 1771, 1899, 3003, 2158, 3006, 0.336284, 
890.204060, 1771, 1899, 3003, 2158, 3006, 0.333705, 
890.688345, 1771, 1899, 3003, 2158, 3006, 0.337574, 
891.137621, 1771, 1899, 3003, 2158, 3006, 0.336284, 
891.594191, 1771, 1899, 3003, 2158, 3006, 0.340153, 
892.042738, 1771, 1899, 3003, 2158, 3006, 0.340153, 
892.566043, 1771, 1899, 3003, 2158, 3006, 0.340153, 
894.625348, 1771, 1899, 3003, 2158, 3006, 0.341442, 
895.497645, 1771, 1899, 3003, 2158, 3006, 0.337574, 
896.134728, 1771, 1899, 3003, 2158, 3006, 0.341442, 
896.737531, 1771, 1899, 3003, 2158, 3006, 0.333705, 
897.255366, 1771, 1899, 3003, 2158, 3006, 0.342732, 
897.750956, 1771, 1899, 3003, 2158, 3006, 0.341442, 
898.303434, 1771, 1899, 3003, 2158, 3006, 0.340153, 
898.863571, 1771, 1899, 3003, 2158, 3006, 0.338863, 
899.338010, 1771, 1899, 3003, 2158, 3006, 0.342732, 
899.790569, 1771, 1899, 3003, 2158, 3006, 0.337574, 
900.260631, 1771, 1899, 3003, 2158, 3006, 0.341442, 
900.705532, 1771, 1899, 3003, 2158, 3006, 0.340153, 
901.145691, 1771, 1899, 3003, 2158, 3006, 0.341442, 
901.588768, 1771, 1899, 3003, 2158, 3006, 0.340153, 
902.061019, 1771, 1899, 3003, 2158, 3006, 0.342732, 
902.875333, 1771, 1899, 3003, 2158, 3006, 0.341442, 
902.948267, 1774, 1899, 3003, 2159, 3008, 0.341442, 
904.538604, 1774, 1899, 3003, 2159, 3008, 0.342732, 
905.114421, 1774, 1899, 3003, 2159, 3008, 0.338863, 
905.621681, 1774, 1899, 3003, 2159, 3008, 0.336284, 
906.260222, 1774, 1899, 3003, 2159, 3008, 0.340153, 
906.860108, 1774, 1899, 3003, 2159, 3008, 0.336284, 
907.352781, 1774, 1899, 3003, 2159, 3008, 0.336284, 
907.795493, 1774, 1899, 3003, 2159, 3008, 0.338863, 
908.244405, 1774, 1899, 3003, 2159, 3008, 0.338863, 
908.708633, 1774, 1899, 3003, 2159, 3008, 0.334994, 
909.272052, 1774, 1899, 3003, 2159, 3008, 0.332415, 
909.853340, 1774, 1899, 3003, 2159, 3008, 0.329836, 
910.419311, 1774, 1899, 3003, 2159, 3008, 0.336284, 
911.130423, 1774, 1899, 3003, 2159, 3008, 0.327257, 
911.766776, 1774, 1899, 3003, 2159, 3008, 0.331126, 
913.504440, 1774, 1899, 3003, 2159, 3008, 0.327257, 
914.124019, 1774, 1899, 3003, 2159, 3008, 0.327257, 
914.879620, 1774, 1899, 3003, 2159, 3008, 0.325967, 
915.351141, 1774, 1899, 3003, 2159, 3008, 0.324678, 
915.789113, 1774, 1899, 3003, 2159, 3008, 0.322099, 
916.231096, 1774, 1899, 3003, 2159, 3008, 0.318230, 
916.874013, 1774, 1899, 3003, 2159, 3008, 0.318230, 
917.315267, 1774, 1899, 3003, 2159, 3008, 0.316941, 
917.783871, 1774, 1899, 3003, 2159, 3008, 0.313072, 
918.736760, 1774, 1899, 3003, 2159, 3008, 0.316941, 
919.359621, 1774, 1899, 3003, 2159, 3008, 0.309203, 
919.958413, 1780, 1900, 3003, 2160, 3010, 0.314361, 
920.561216, 1780, 1900, 3003, 2160, 3010, 0.310493, 
921.157820, 1780, 1900, 3003, 2160, 3010, 0.307914, 
921.647211, 1780, 1900, 3003, 2160, 3010, 0.306624, 
923.184305, 1780, 1900, 3003, 2160, 3010, 0.305334, 
923.690106, 1780, 1900, 3003, 2160, 3010, 0.306624, 
924.345422, 1780, 1900, 3003, 2160, 3010, 0.302755, 
924.958436, 1780, 1900, 3003, 2160, 3010, 0.298887, 
925.497787, 1780, 1900, 3003, 2160, 3010, 0.301466, 
926.127576, 1780, 1900, 3003, 2160, 3010, 0.295018, 
926.988568, 1780, 1900, 3003, 2160, 3010, 0.297597, 
927.777719, 1780, 1900, 3003, 2160, 3010, 0.292439, 
928.666426, 1780, 1900, 3003, 2160, 3010, 0.291149, 
929.373890, 1780, 1900, 3003, 2160, 3010, 0.288570, 
930.000762, 1780, 1900, 3003, 2160, 3010, 0.292439, 
930.592261, 1780, 1900, 3003, 2160, 3010, 0.284701, 
931.222779, 1780, 1900, 3003, 2160, 3010, 0.285991, 
931.716181, 1780, 1900, 3003, 2160, 3010, 0.285991, 
933.081515, 1780, 1900, 3003, 2160, 3010, 0.279543, 
933.631076, 1780, 1900, 3003, 2160, 3010, 0.284701, 
934.729105, 1780, 1900, 3003, 2160, 3010, 0.279543, 
935.203544, 1780, 1900, 3003, 2160, 3010, 0.275674, 
935.681629, 1780, 1900, 3003, 2160, 3010, 0.275674, 
936.178678, 1783, 1900, 3003, 2160, 3011, 0.275674, 
936.676820, 1783, 1900, 3003, 2160, 3011, 0.273095, 
937.239875, 1783, 1900, 3003, 2160, 3011, 0.271806, 
937.758074, 1783, 1900, 3003, 2160, 3011, 0.246015, 
938.335351, 1783, 1900, 3003, 2160, 3011, 0.273095, 
938.818906, 1783, 1900, 3003, 2160, 3011, 0.264068, 
939.356433, 1783, 1900, 3003, 2160, 3011, 0.267937, 
940.019773, 1783, 1900, 3003, 2160, 3011, 0.265358, 
940.638257, 1783, 1900, 3003, 2160, 3011, 0.262779, 
941.238508, 1783, 1900, 3003, 2160, 3011, 0.262779, 
941.792810, 1783, 1900, 3003, 2160, 3011, 0.261489, 
943.212115, 1783, 1900, 3003, 2160, 3011, 0.260200, 
944.112127, 1783, 1900, 3003, 2160, 3011, 0.264068, 
945.011044, 1783, 1900, 3003, 2160, 3011, 0.256331, 
945.818064, 1783, 1900, 3003, 2160, 3011, 0.260200, 
946.381118, 1783, 1900, 3003, 2160, 3011, 0.256331, 
947.005073, 1783, 1900, 3003, 2160, 3011, 0.255041, 
947.470030, 1783, 1900, 3003, 2160, 3011, 0.258910, 
948.067364, 1783, 1900, 3003, 2160, 3011, 0.252462, 
948.663239, 1783, 1900, 3003, 2160, 3011, 0.256331, 
949.496150, 1783, 1900, 3003, 2160, 3011, 0.256331, 
949.981165, 1783, 1900, 3003, 2160, 3011, 0.255041, 
950.571934, 1783, 1900, 3003, 2160, 3011, 0.256331, 
951.176926, 1783, 1900, 3003, 2160, 3011, 0.255041, 
951.675068, 1783, 1900, 3003, 2160, 3011, 0.256331, 
952.142213, 1783, 1900, 3003, 2160, 3011, 0.256331, 
952.209678, 1784, 1901, 3004, 2162, 3013, 0.249883, 
954.018088, 1784, 1901, 3004, 2162, 3013, 0.258910, 
954.627456, 1784, 1901, 3004, 2162, 3013, 0.249883, 
955.137268, 1784, 1901, 3004, 2162, 3013, 0.256331, 
955.637963, 1784, 1901, 3004, 2162, 3013, 0.253752, 
956.105473, 1784, 1901, 3004, 2162, 3013, 0.256331, 
956.610545, 1784, 1901, 3004, 2162, 3013, 0.255041, 
957.105405, 1784, 1901, 3004, 2162, 3013, 0.255041, 
957.175058, 1784, 1901, 3004, 2162, 3013, 0.253752, 
957.735559, 1784, 1901, 3004, 2162, 3013, 0.260200, 
958.225314, 1784, 1901, 3004, 2162, 3013, 0.251173, 
958.708505, 1784, 1901, 3004, 2162, 3013, 0.260200, 
959.231081, 1784, 1901, 3004, 2162, 3013, 0.256331, 
959.843366, 1784, 1901, 3004, 2162, 3013, 0.260200, 
960.405691, 1784, 1901, 3004, 2162, 3013, 0.258910, 
961.195207, 1784, 1901, 3004, 2162, 3013, 0.258910, 
962.119287, 1784, 1901, 3004, 2162, 3013, 0.260200, 
963.491914, 1784, 1901, 3004, 2162, 3013, 0.261489, 
964.344882, 1784, 1901, 3004, 2162, 3013, 0.260200, 
965.162478, 1784, 1901, 3004, 2162, 3013, 0.265358, 
965.655880, 1784, 1901, 3004, 2162, 3013, 0.260200, 
966.314843, 1784, 1901, 3004, 2162, 3013, 0.269227, 
966.821373, 1784, 1901, 3004, 2162, 3013, 0.266648, 
966.939162, 1784, 1901, 3004, 2162, 3013, 0.267937, 
967.473407, 1784, 1901, 3004, 2162, 3013, 0.270516, 
967.933988, 1787, 1906, 3005, 2164, 3015, 0.269227, 
968.503971, 1787, 1906, 3005, 2164, 3015, 0.274385, 
969.171322, 1787, 1906, 3005, 2164, 3015, 0.270516, 
969.787254, 1787, 1906, 3005, 2164, 3015, 0.274385, 
970.267527, 1787, 1906, 3005, 2164, 3015, 0.276964, 
970.796302, 1787, 1906, 3005, 2164, 3015, 0.276964, 
971.362639, 1787, 1906, 3005, 2164, 3015, 0.279543, 
973.312542, 1787, 1906, 3005, 2164, 3015, 0.282122, 
973.905500, 1787, 1906, 3005, 2164, 3015, 0.280833, 
974.717625, 1787, 1906, 3005, 2164, 3015, 0.282122, 
975.391904, 1787, 1906, 3005, 2164, 3015, 0.287281, 
975.917033, 1787, 1906, 3005, 2164, 3015, 0.285991, 
976.470605, 1787, 1906, 3005, 2164, 3015, 0.291149, 
977.109147, 1787, 1906, 3005, 2164, 3015, 0.287281, 
977.871677, 1787, 1906, 3005, 2164, 3015, 0.293728, 
978.694378, 1787, 1906, 3005, 2164, 3015, 0.292439, 
979.670971, 1787, 1906, 3005, 2164, 3015, 0.296307, 
980.690595, 1787, 1906, 3005, 2164, 3015, 0.293728, 
981.183632, 1787, 1906, 3005, 2164, 3015, 0.302755, 
981.260213, 1787, 1906, 3005, 2164, 3015, 0.297597, 
981.836031, 1787, 1906, 3005, 2164, 3015, 0.298887, 
983.244760, 1787, 1906, 3005, 2164, 3015, 0.305334, 
984.171758, 1787, 1908, 3006, 2166, 3017, 0.304045, 
984.848590, 1787, 1908, 3006, 2166, 3017, 0.309203, 
985.377000, 1787, 1908, 3006, 2166, 3017, 0.305334, 
985.916715, 1787, 1908, 3006, 2166, 3017, 0.313072, 
986.402094, 1787, 1908, 3006, 2166, 3017, 0.310493, 
986.935975, 1787, 1908, 3006, 2166, 3017, 0.314361, 
987.498300, 1787, 1908, 3006, 2166, 3017, 0.311782, 
987.960704, 1787, 1908, 3006, 2166, 3017, 0.318230, 
988.474528, 1787, 1908, 3006, 2166, 3017, 0.315651, 
989.035759, 1787, 1908, 3006, 2166, 3017, 0.322099, 
989.720978, 1787, 1908, 3006, 2166, 3017, 0.316941, 
990.267257, 1787, 1908, 3006, 2166, 3017, 0.323388, 
990.347121, 1787, 1908, 3006, 2166, 3017, 0.324678, 
991.018118, 1787, 1908, 3006, 2167, 3019, 0.325967, 
992.767087, 1787, 1908, 3006, 2167, 3019, 0.324678, 
994.035418, 1787, 1908, 3006, 2167, 3019, 0.327257, 
995.578347, 1787, 1908, 3006, 2167, 3019, 0.328547, 
996.966655, 1787, 1908, 3006, 2167, 3019, 0.327257, 
997.568364, 1787, 1908, 3006, 2167, 3019, 0.328547, 
998.136159, 1787, 1908, 3006, 2167, 3019, 0.334994, 
998.769595, 1787, 1908, 3006, 2167, 3019, 0.334994, 
999.404490, 1787, 1908, 3006, 2167, 3019, 0.334994, 
1000.044125, 1787, 1908, 3006, 2167, 3019, 0.337574, 
1000.723510, 1787, 1908, 3006, 2167, 3019, 0.337574, 
1001.411282, 1787, 1908, 3006, 2167, 3019, 0.336284, 
1002.941813, 1787, 1908, 3006, 2167, 3019, 0.338863, 
1003.687932, 1787, 1908, 3006, 2167, 3019, 0.341442, 
1004.680206, 1787, 1908, 3006, 2167, 3019, 0.336284, 
1005.306713, 1787, 1908, 3006, 2167, 3019, 0.340153, 
1005.886178, 1787, 1908, 3006, 2167, 3019, 0.342732, 
1006.506486, 1787, 1908, 3006, 2167, 3019, 0.340153, 
1007.019944, 1787, 1908, 3006, 2167, 3019, 0.340153, 
1007.590292, 1787, 1908, 3006, 2167, 3019, 0.344021, 
1008.101927, 1789, 1909, 3007, 2169, 3018, 0.340153, 
1008.861905, 1789, 1909, 3007, 2169, 3018, 0.342732, 
1009.373540, 1789, 1909, 3007, 2169, 3018, 0.336284, 
1010.325700, 1789, 1909, 3007, 2169, 3018, 0.346600, 
1012.569165, 1789, 1909, 3007, 2169, 3018, 0.338863, 
1013.379467, 1789, 1909, 3007, 2169, 3018, 0.344021, 
1014.321416, 1789, 1909, 3007, 2169, 3018, 0.341442, 
1015.139376, 1789, 1909, 3007, 2169, 3018, 0.344021, 
1015.637883, 1789, 1909, 3007, 2169, 3018, 0.341442, 
1016.283353, 1789, 1909, 3007, 2169, 3018, 0.344021, 
1016.359935, 1789, 1909, 3007, 2169, 3018, 0.337574, 
1016.991547, 1789, 1909, 3007, 2169, 3018, 0.340153, 
1017.069222, 1789, 1909, 3007, 2169, 3018, 0.342732, 
1017.885724, 1789, 1909, 3007, 2169, 3018, 0.338863, 
1018.454248, 1789, 1909, 3007, 2169, 3018, 0.338863, 
1019.003445, 1789, 1909, 3007, 2169, 3018, 0.340153, 
1019.686112, 1789, 1909, 3007, 2169, 3018, 0.341442, 
1020.322830, 1789, 1909, 3007, 2169, 3018, 0.337574, 
1020.891354, 1789, 1909, 3007, 2169, 3018, 0.338863, 
1022.911640, 1789, 1909, 3007, 2169, 3018, 0.336284, 
1023.537782, 1789, 1909, 3007, 2169, 3018, 0.333705, 
1024.394762, 1792, 1908, 3006, 2169, 3019, 0.334994, 
1025.222204, 1792, 1908, 3006, 2169, 3019, 0.334994, 
1025.871686, 1792, 1908, 3006, 2169, 3019, 0.329836, 
1026.460632, 1792, 1908, 3006, 2169, 3019, 0.334994, 
1027.489373, 1792, 1908, 3006, 2169, 3019, 0.328547, 
1028.165840, 1792, 1908, 3006, 2169, 3019, 0.325967, 
1028.966661, 1792, 1908, 3006, 2169, 3019, 0.328547, 
1029.646045, 1792, 1908, 3006, 2169, 3019, 0.327257, 
1030.468746, 1792, 1908, 3006, 2169, 3019, 0.323388, 
1032.268769, 1792, 1908, 3006, 2169, 3019, 0.324678, 
1032.995926, 1792, 1908, 3006, 2169, 3019, 0.318230, 
1033.875516, 1792, 1908, 3006, 2169, 3019, 0.323388, 
1034.584075, 1792, 1908, 3006, 2169, 3019, 0.316941, 
1035.282422, 1792, 1908, 3006, 2169, 3019, 0.322099, 
1035.927163, 1792, 1908, 3006, 2169, 3019, 0.313072, 
1036.601443, 1792, 1908, 3006, 2169, 3019, 0.314361, 
1037.289579, 1792, 1908, 3006, 2169, 3019, 0.315651, 
1038.083471, 1792, 1908, 3006, 2169, 3019, 0.307914, 
1038.783278, 1792, 1908, 3006, 2169, 3019, 0.307914, 
1039.511164, 1792, 1908, 3006, 2169, 3019, 0.310493, 
1040.351005, 1794, 1908, 3006, 2169, 3019, 0.304045, 
1041.299882, 1794, 1908, 3006, 2169, 3019, 0.305334, 
1043.981319, 1794, 1908, 3006, 2169, 3019, 0.305334, 
1044.900658, 1794, 1908, 3006, 2169, 3019, 0.301466, 
1045.515860, 1794, 1908, 3006, 2169, 3019, 0.300176, 
1046.183575, 1794, 1908, 3006, 2169, 3019, 0.292439, 
1047.228727, 1794, 1908, 3006, 2169, 3019, 0.301466, 
1048.149889, 1794, 1908, 3006, 2169, 3019, 0.295018, 
1048.990094, 1794, 1908, 3006, 2169, 3019, 0.291149, 
1049.794562, 1794, 1908, 3006, 2169, 3019, 0.295018, 
1050.809445, 1794, 1908, 3006, 2169, 3019, 0.288570, 
1051.472784, 1794, 1908, 3006, 2169, 3019, 0.287281, 
1053.292864, 1794, 1908, 3006, 2169, 3019, 0.288570, 
1054.071075, 1794, 1908, 3006, 2169, 3019, 0.285991, 
1054.730038, 1794, 1908, 3006, 2169, 3019, 0.282122, 
1055.426198, 1794, 1908, 3006, 2169, 3019, 0.280833, 
1056.088443, 1795, 1907, 3006, 2169, 3019, 0.279543, 
1056.848056, 1795, 1907, 3006, 2169, 3019, 0.283412, 
1057.670028, 1795, 1907, 3006, 2169, 3019, 0.275674, 
1058.408125, 1795, 1907, 3006, 2169, 3019, 0.276964, 
1059.165185, 1795, 1907, 3006, 2169, 3019, 0.276964, 
1060.551669, 1795, 1907, 3006, 2169, 3019, 0.273095, 
1061.027202, 1795, 1907, 3006, 2169, 3019, 0.271806, 
1063.420547, 1795, 1907, 3006, 2169, 3019, 0.271806, 
1064.092274, 1795, 1907, 3006, 2169, 3019, 0.269227, 
1065.065220, 1795, 1907, 3006, 2169, 3019, 0.267937, 
1065.672399, 1795, 1907, 3006, 2169, 3019, 0.269227, 
1066.426907, 1795, 1907, 3006, 2169, 3019, 0.265358, 
1067.087328, 1795, 1907, 3006, 2169, 3019, 0.266648, 
1067.839648, 1795, 1907, 3006, 2169, 3019, 0.262779, 
1068.555500, 1795, 1907, 3006, 2169, 3019, 0.262779, 
1069.321312, 1795, 1907, 3006, 2169, 3019, 0.261489, 
1070.015648, 1795, 1907, 3006, 2169, 3019, 0.262779, 
1070.669141, 1795, 1907, 3006, 2169, 3019, 0.255041, 
1071.368218, 1795, 1907, 3006, 2169, 3019, 0.262779, 
1072.037757, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1073.985837, 1796, 1905, 3006, 2169, 3019, 0.258910, 
1074.652458, 1796, 1905, 3006, 2169, 3019, 0.257621, 
1075.893438, 1796, 1905, 3006, 2169, 3019, 0.258910, 
1077.042521, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1077.826202, 1796, 1905, 3006, 2169, 3019, 0.256331, 
1078.811182, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1079.735262, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1080.424129, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1081.148003, 1796, 1905, 3006, 2169, 3019, 0.257621, 
1081.733303, 1796, 1905, 3006, 2169, 3019, 0.251173, 
1082.527195, 1796, 1905, 3006, 2169, 3019, 0.255041, 
1084.498978, 1796, 1905, 3006, 2169, 3019, 0.256331, 
1085.363617, 1796, 1905, 3006, 2169, 3019, 0.256331, 
1086.010181, 1796, 1905, 3006, 2169, 3019, 0.251173, 
1086.739890, 1796, 1905, 3006, 2169, 3019, 0.257621, 
1087.372597, 1796, 1905, 3006, 2169, 3019, 0.253752, 
1088.001292, 1797, 1904, 3006, 2169, 3019, 0.252462, 
1088.920267, 1797, 1904, 3006, 2169, 3019, 0.257621, 
1089.515412, 1797, 1904, 3006, 2169, 3019, 0.256331, 
1090.287059, 1797, 1904, 3006, 2169, 3019, 0.255041, 
1090.819846, 1797, 1904, 3006, 2169, 3019, 0.260200, 
1091.541532, 1797, 1904, 3006, 2169, 3019, 0.256331, 
1092.203777, 1797, 1904, 3006, 2169, 3019, 0.257621, 
1094.178479, 1797, 1904, 3006, 2169, 3019, 0.257621, 
1095.614923, 1797, 1904, 3006, 2169, 3019, 0.257621, 
1096.763277, 1797, 1904, 3006, 2169, 3019, 0.260200, 
1097.490434, 1797, 1904, 3006, 2169, 3019, 0.258910, 
1098.360542, 1797, 1904, 3006, 2169, 3019, 0.266648, 
1099.073841, 1797, 1904, 3006, 2169, 3019, 0.260200, 
1099.754320, 1797, 1904, 3006, 2169, 3019, 0.262779, 
1100.346548, 1797, 1904, 3006, 2169, 3019, 0.264068, 
1100.898662, 1797, 1904, 3006, 2169, 3019, 0.265358, 
1101.427437, 1797, 1904, 3006, 2169, 3019, 0.265358, 
1101.980281, 1797, 1904, 3006, 2169, 3019, 0.270516, 
1102.532030, 1797, 1904, 3006, 2169, 3019, 0.267937, 
1103.978686, 1797, 1904, 3006, 2169, 3019, 0.270516, 
1104.792270, 1797, 1904, 3006, 2169, 3019, 0.273095, 
1105.490982, 1797, 1904, 3006, 2169, 3019, 0.275674, 
